investor_id,avg_gap_days
INV000691,66.4
INV000698,52.25
INV000699,42.8
INV000701,83.66666666666667
INV000709,65.16666666666667
INV000710,88.6
INV000714,37.0
INV000718,57.833333333333336
INV000719,72.83333333333333
INV000724,81.2
INV000725,67.66666666666667
INV000734,64.0
INV000737,92.6
INV000747,84.6
INV000751,53.0
INV000754,72.33333333333333
INV000759,83.0
INV000761,75.16666666666667
INV000768,60.0
INV000772,46.0
INV000774,73.66666666666667
INV000776,59.42857142857143
INV000777,66.0
INV000778,59.714285714285715
INV000779,75.0
INV000783,89.8
INV000786,64.125
INV000789,55.142857142857146
INV000793,69.14285714285714
INV000803,77.16666666666667
INV000814,94.0
INV000822,55.5
INV000823,39.666666666666664
INV000827,58.285714285714285
INV000830,72.2
INV000833,67.28571428571429
INV000836,84.8
INV000843,55.6
INV000844,66.16666666666667
INV000847,47.8
INV000853,49.333333333333336
INV000854,61.25
INV000858,44.875
INV000862,91.2
INV000864,40.8
INV000865,45.75
INV000869,65.4
INV000873,73.5
INV000874,62.125
INV000877,59.4
INV000881,46.111111111111114
INV000887,65.66666666666667
INV000888,80.33333333333333
INV000893,59.5
INV000894,55.0
INV000901,54.0
INV000907,59.2
INV000920,75.6
INV000926,80.0
INV000929,58.166666666666664
INV000939,60.57142857142857
INV000942,53.0
INV000949,67.5
INV000950,91.0
INV000971,46.833333333333336
INV000974,73.5
INV000977,48.77777777777778
INV000979,79.8
INV000980,44.42857142857143
INV000981,50.4
INV000986,60.833333333333336
INV000994,63.8
INV001001,60.285714285714285
INV001002,41.666666666666664
INV001005,93.6
INV001008,64.66666666666667
INV001013,96.8
INV001017,67.0
INV001019,44.875
INV001021,68.66666666666667
INV001023,72.42857142857143
INV001025,38.8
INV001026,69.4
INV001037,42.0
INV001039,66.2
INV001041,83.0
INV001047,66.16666666666667
INV001048,47.0
INV001051,54.142857142857146
INV001053,55.857142857142854
INV001055,93.2
INV001060,53.375
INV001061,51.125
INV001063,43.285714285714285
INV001064,59.5
INV001069,41.285714285714285
INV001070,97.0
INV001092,77.33333333333333
INV001102,55.333333333333336
INV001115,81.4
INV001116,58.125
INV001117,61.714285714285715
INV001130,76.83333333333333
INV001137,57.0
INV001140,60.4
INV001141,97.6
INV001142,42.833333333333336
INV001156,102.4
INV001160,57.57142857142857
INV001161,80.6
INV001163,67.33333333333333
INV001167,96.2
INV001170,68.2
INV001173,67.0
INV001178,79.66666666666667
INV001180,74.4
INV001181,67.42857142857143
INV001190,97.0
INV001195,53.42857142857143
INV001196,92.2
INV001202,58.0
INV001206,83.6
INV001208,51.833333333333336
INV001210,36.875
INV001217,60.142857142857146
INV001219,50.857142857142854
INV001220,77.16666666666667
INV001223,70.83333333333333
INV001234,60.57142857142857
INV001235,59.0
INV001237,98.0
INV001238,68.5
INV001242,69.8
INV001251,82.0
INV001262,44.833333333333336
INV001274,73.33333333333333
INV001275,66.66666666666667
INV001282,67.0
INV001287,92.2
INV001288,45.666666666666664
INV001291,76.2
INV001295,50.75
INV001298,71.83333333333333
INV001299,51.25
INV001304,97.6
INV001308,54.625
INV001310,81.2
INV001314,50.44444444444444
INV001315,51.833333333333336
INV001316,92.4
INV001317,84.8
INV001318,46.22222222222222
INV001326,69.42857142857143
INV001329,68.2
INV001331,94.2
INV001332,80.0
INV001333,78.66666666666667
INV001336,65.85714285714286
INV001348,47.833333333333336
INV001351,70.5
INV001355,60.2
INV001356,79.2
INV001359,72.5
INV001361,50.5
INV001367,99.0
INV001375,78.5
INV001376,78.66666666666667
INV001383,56.142857142857146
INV001387,57.25
INV001394,63.57142857142857
INV001400,76.8
INV001401,68.6
INV001406,47.666666666666664
INV001407,45.2
INV001415,68.14285714285714
INV001418,88.6
INV001419,85.8
INV001423,48.57142857142857
INV001428,79.4
INV001432,71.4
INV001434,80.6
INV001442,57.125
INV001454,73.0
INV001455,64.71428571428571
INV001457,43.8
INV001458,59.833333333333336
INV001466,44.6
INV001472,79.0
INV001482,80.6
INV001485,55.0
INV001491,98.8
INV001497,63.0
INV001504,54.25
INV001507,86.2
INV001510,66.83333333333333
INV001514,51.833333333333336
INV001516,56.8
INV001526,50.4
INV001530,64.66666666666667
INV001532,56.833333333333336
INV001536,69.0
INV001545,92.8
INV001547,72.16666666666667
INV001548,80.6
INV001550,79.0
INV001551,61.8
INV001562,44.22222222222222
INV001564,55.714285714285715
INV001569,83.4
INV001579,75.0
INV001580,45.666666666666664
INV001585,56.6
INV001587,65.0
INV001597,56.0
INV001599,58.2
INV001602,93.8
INV001603,54.5
INV001605,60.57142857142857
INV001606,67.66666666666667
INV001616,53.0
INV001623,92.0
INV001625,72.0
INV001628,51.714285714285715
INV001629,67.5
INV001631,57.0
INV001636,48.875
INV001641,88.4
INV001644,65.6
INV001645,67.6
INV001649,51.666666666666664
INV001651,78.66666666666667
INV001653,55.2
INV001654,56.0
INV001656,59.857142857142854
INV001662,60.2
INV001673,49.3
INV001680,58.875
INV001683,72.5
INV001689,83.6
INV001690,81.16666666666667
INV001691,82.0
INV001694,66.14285714285714
INV001697,62.5
INV001699,83.2
INV001709,51.8
INV001711,65.83333333333333
INV001712,66.6
INV001715,68.28571428571429
INV001718,84.0
INV001724,69.66666666666667
INV001728,50.57142857142857
INV001737,56.833333333333336
INV001738,47.5
INV001739,52.5
INV001741,89.4
INV001744,78.5
INV001752,69.33333333333333
INV001753,42.8
INV001757,55.57142857142857
INV001759,49.55555555555556
INV001769,98.0
INV001772,95.0
INV001777,57.625
INV001778,63.57142857142857
INV001797,79.66666666666667
INV001800,49.666666666666664
INV001802,61.666666666666664
INV001803,59.0
INV001804,55.857142857142854
INV001806,60.0
INV001809,95.6
INV001811,54.25
INV001823,58.142857142857146
INV001826,51.2
INV001828,44.42857142857143
INV001831,72.8
INV001837,62.833333333333336
INV001841,56.2
INV001853,47.42857142857143
INV001858,55.142857142857146
INV001865,63.5
INV001866,58.8
INV001870,76.0
INV001871,55.0
INV001883,99.2
INV001885,71.2
INV001886,50.75
INV001890,102.6
INV001891,96.4
INV001909,62.142857142857146
INV001912,86.4
INV001920,39.0
INV001921,68.57142857142857
INV001923,80.66666666666667
INV001924,59.166666666666664
INV001927,58.8
INV001929,66.2
INV001937,60.42857142857143
INV001938,43.0
INV001943,74.4
INV001950,60.166666666666664
INV001951,58.833333333333336
INV001954,86.8
INV001955,76.0
INV001961,83.4
INV001969,79.2
INV001971,54.714285714285715
INV001972,42.42857142857143
INV001978,83.2
INV001979,55.4
INV001982,85.8
INV001986,47.666666666666664
INV001987,67.0
INV001990,45.285714285714285
INV001993,56.6
INV001995,48.6
INV001997,88.6
INV002001,84.8
INV002006,73.6
INV002010,74.6
INV002017,44.666666666666664
INV002018,63.6
INV002019,68.8
INV002025,55.833333333333336
INV002033,55.0
INV002034,69.0
INV002038,84.0
INV002051,78.6
INV002052,44.166666666666664
INV002069,47.55555555555556
INV002070,81.33333333333333
INV002083,51.666666666666664
INV002085,65.0
INV002090,90.2
INV002101,80.2
INV002102,44.8
INV002107,71.14285714285714
INV002111,62.42857142857143
INV002119,78.0
INV002121,68.5
INV002122,40.333333333333336
INV002127,60.2
INV002134,82.66666666666667
INV002138,91.8
INV002142,45.5
INV002143,63.57142857142857
INV002149,42.285714285714285
INV002150,73.6
INV002151,60.375
INV002153,67.83333333333333
INV002154,89.4
INV002155,78.0
INV002157,58.5
INV002159,65.0
INV002162,58.375
INV002166,99.2
INV002171,55.833333333333336
INV002177,73.0
INV002178,66.42857142857143
INV002179,54.142857142857146
INV002182,70.5
INV002185,48.4
INV002186,74.83333333333333
INV002187,67.83333333333333
INV002195,49.25
INV002196,62.142857142857146
INV002198,43.0
INV002199,50.833333333333336
INV002202,70.42857142857143
INV002206,49.0
INV002208,71.33333333333333
INV002211,63.833333333333336
INV002216,61.714285714285715
INV002218,67.8
INV002219,70.85714285714286
INV002228,68.6
INV002229,64.6
INV002230,57.57142857142857
INV002232,69.16666666666667
INV002236,73.66666666666667
INV002237,51.666666666666664
INV002240,77.83333333333333
INV002241,65.66666666666667
INV002251,62.6
INV002256,75.6
INV002259,45.333333333333336
INV002260,77.8
INV002265,63.166666666666664
INV002277,67.33333333333333
INV002280,71.66666666666667
INV002282,53.2
INV002284,85.0
INV002290,61.6
INV002294,48.714285714285715
INV002295,64.5
INV002304,42.55555555555556
INV002315,71.83333333333333
INV002319,60.0
INV002322,63.4
INV002327,76.4
INV002329,57.0
INV002342,74.2
INV002343,57.75
INV002347,40.5
INV002348,94.4
INV002349,52.2
INV002351,77.2
INV002357,68.33333333333333
INV002360,56.125
INV002361,55.4
INV002367,52.5
INV002368,61.166666666666664
INV002369,60.0
INV002370,70.16666666666667
INV002372,95.2
INV002373,70.14285714285714
INV002384,39.111111111111114
INV002389,50.77777777777778
INV002390,47.0
INV002391,40.2
INV002395,97.0
INV002400,55.375
INV002401,59.142857142857146
INV002402,47.166666666666664
INV002407,47.833333333333336
INV002409,55.57142857142857
INV002413,53.0
INV002415,57.42857142857143
INV002417,83.33333333333333
INV002418,91.6
INV002420,72.8
INV002422,50.333333333333336
INV002429,78.6
INV002434,88.2
INV002437,49.166666666666664
INV002445,38.142857142857146
INV002453,63.0
INV002458,72.4
INV002459,53.714285714285715
INV002463,95.4
INV002464,35.4
INV002466,80.66666666666667
INV002467,38.857142857142854
INV002471,56.4
INV002475,49.666666666666664
INV002476,86.0
INV002485,70.4
INV002490,70.0
INV002495,82.2
INV002496,53.0
INV002497,67.28571428571429
INV002508,51.625
INV002510,64.33333333333333
INV002521,74.6
INV002527,49.666666666666664
INV002530,71.42857142857143
INV002531,76.33333333333333
INV002543,74.66666666666667
INV002547,89.0
INV002552,48.22222222222222
INV002554,49.666666666666664
INV002555,72.0
INV002557,67.16666666666667
INV002558,97.6
INV002560,95.2
INV002563,65.8
INV002567,82.0
INV002568,61.57142857142857
INV002570,62.0
INV002572,55.714285714285715
INV002574,79.4
INV002575,56.125
INV002579,40.8
INV002582,77.4
INV002585,65.0
INV002586,87.2
INV002590,50.22222222222222
INV002591,52.2
INV002594,94.0
INV002598,51.375
INV002602,66.0
INV002606,89.6
INV002613,65.0
INV002622,76.66666666666667
INV002627,85.0
INV002628,77.0
INV002632,65.57142857142857
INV002640,70.0
INV002643,74.2
INV002645,45.166666666666664
INV002654,61.857142857142854
INV002659,62.333333333333336
INV002666,53.166666666666664
INV002671,77.16666666666667
INV002673,65.0
INV002674,75.8
INV002675,63.857142857142854
INV002681,83.66666666666667
INV002684,80.6
INV002688,37.0
INV002689,50.0
INV002693,45.833333333333336
INV002697,55.333333333333336
INV002700,79.83333333333333
INV002704,59.142857142857146
INV002706,73.6
INV002711,65.57142857142857
INV002712,46.8
INV002722,61.4
INV002723,37.75
INV002724,76.6
INV002726,45.57142857142857
INV002732,70.71428571428571
INV002733,51.57142857142857
INV002735,68.16666666666667
INV002736,70.6
INV002737,58.42857142857143
INV002743,88.2
INV002744,52.888888888888886
INV002746,68.0
INV002750,72.4
INV002751,41.5
INV002758,81.0
INV002761,80.6
INV002766,70.6
INV002767,55.333333333333336
INV002769,82.0
INV002772,74.5
INV002779,64.2
INV002783,64.0
INV002786,76.33333333333333
INV002793,59.333333333333336
INV002794,56.166666666666664
INV002799,70.8
INV002800,63.5
INV002803,64.83333333333333
INV002804,59.857142857142854
INV002808,59.666666666666664
INV002809,81.4
INV002813,49.0
INV002822,53.0
INV002824,71.83333333333333
INV002826,61.6
INV002827,73.6
INV002828,80.0
INV002831,40.2
INV002835,82.33333333333333
INV002838,56.714285714285715
INV002841,43.4
INV002843,43.142857142857146
INV002847,52.666666666666664
INV002850,53.166666666666664
INV002852,75.8
INV002859,76.5
INV002863,74.4
INV002865,37.2
INV002870,48.2
INV002872,85.6
INV002873,98.2
INV002879,72.16666666666667
INV002881,43.6
INV002883,96.0
INV002886,44.333333333333336
INV002891,72.71428571428571
INV002893,50.0
INV002900,64.2
INV002903,89.6
INV002904,49.333333333333336
INV002905,73.0
INV002906,41.2
INV002909,82.33333333333333
INV002912,97.0
INV002913,73.66666666666667
INV002915,49.285714285714285
INV002921,53.333333333333336
INV002927,40.285714285714285
INV002935,48.0
INV002937,67.16666666666667
INV002939,60.5
INV002942,55.5
INV002945,65.0
INV002947,64.16666666666667
INV002950,45.857142857142854
INV002951,51.833333333333336
INV002961,84.66666666666667
INV002974,51.333333333333336
INV002984,91.0
INV002989,86.6
INV002994,58.166666666666664
INV003000,67.0
INV003003,58.25
INV003005,53.142857142857146
INV003007,48.25
INV003009,38.125
INV003011,64.16666666666667
INV003014,82.4
INV003015,54.666666666666664
INV003018,49.2
INV003022,69.6
INV003024,44.2
INV003025,35.285714285714285
INV003028,91.4
INV003034,73.4
INV003036,57.714285714285715
INV003037,79.5
INV003040,74.0
INV003043,73.83333333333333
INV003044,71.16666666666667
INV003045,36.2
INV003047,70.14285714285714
INV003054,78.66666666666667
INV003060,79.0
INV003063,57.833333333333336
INV003070,54.5
INV003074,74.8
INV003075,57.42857142857143
INV003078,69.16666666666667
INV003082,46.42857142857143
INV003083,66.4
INV003089,65.0
INV003091,50.875
INV003095,86.6
INV003097,62.714285714285715
INV003105,65.5
INV003112,91.6
INV003113,66.85714285714286
INV003115,48.0
INV003117,66.57142857142857
INV003134,76.83333333333333
INV003139,55.166666666666664
INV003140,57.0
INV003141,67.5
INV003144,82.5
INV003146,59.5
INV003151,81.0
INV003153,40.666666666666664
INV003158,55.625
INV003161,77.4
INV003169,62.6
INV003178,56.4
INV003179,56.25
INV003185,65.2
INV003187,58.25
INV003189,55.125
INV003191,76.8
INV003193,96.6
INV003196,80.33333333333333
INV003205,67.66666666666667
INV003210,72.2
INV003211,69.0
INV003214,59.8
INV003215,60.833333333333336
INV003219,57.2
INV003221,61.166666666666664
INV003222,81.5
INV003223,67.71428571428571
INV003228,70.16666666666667
INV003230,67.5
INV003231,83.0
INV003234,96.6
INV003236,51.125
INV003242,61.0
INV003247,84.6
INV003252,67.6
INV003256,51.0
INV003257,61.8
INV003260,89.4
INV003262,85.2
INV003267,74.4
INV003271,61.166666666666664
INV003273,60.142857142857146
INV003277,53.714285714285715
INV003279,63.375
INV003289,64.83333333333333
INV003300,64.8
INV003301,59.375
INV003304,44.22222222222222
INV003308,56.75
INV003310,80.8
INV003311,48.0
INV003314,73.5
INV003317,44.142857142857146
INV003320,45.285714285714285
INV003325,101.0
INV003329,89.0
INV003336,72.33333333333333
INV003338,37.5
INV003344,86.6
INV003350,92.4
INV003351,54.0
INV003352,68.14285714285714
INV003357,62.4
INV003360,59.42857142857143
INV003370,63.333333333333336
INV003372,59.4
INV003374,56.5
INV003375,52.714285714285715
INV003376,85.8
INV003379,75.16666666666667
INV003380,72.4
INV003391,56.6
INV003393,63.714285714285715
INV003395,79.0
INV003398,55.42857142857143
INV003403,56.6
INV003404,50.285714285714285
INV003405,41.0
INV003406,59.0
INV003407,57.42857142857143
INV003422,84.66666666666667
INV003424,73.16666666666667
INV003427,84.2
INV003430,73.4
INV003431,51.4
INV003432,61.333333333333336
INV003435,73.83333333333333
INV003437,91.2
INV003448,74.5
INV003450,47.666666666666664
INV003455,35.5
INV003457,60.5
INV003458,67.85714285714286
INV003459,59.4
INV003473,95.8
INV003475,56.0
INV003478,56.625
INV003479,65.71428571428571
INV003480,82.4
INV003484,73.8
INV003487,70.6
INV003491,59.125
INV003492,90.8
INV003495,49.22222222222222
INV003506,67.0
INV003509,60.875
INV003511,65.57142857142857
INV003514,74.2
INV003518,67.8
INV003521,89.0
INV003524,64.16666666666667
INV003526,88.2
INV003528,58.625
INV003530,51.0
INV003531,76.4
INV003534,52.714285714285715
INV003545,90.0
INV003556,77.6
INV003557,66.4
INV003558,39.166666666666664
INV003559,48.333333333333336
INV003562,80.5
INV003564,71.0
INV003580,72.16666666666667
INV003581,51.285714285714285
INV003582,49.333333333333336
INV003586,54.285714285714285
INV003592,75.6
INV003593,78.2
INV003598,68.0
INV003599,50.0
INV003601,45.25
INV003604,90.2
INV003607,70.4
INV003611,68.83333333333333
INV003613,67.42857142857143
INV003619,72.0
INV003625,62.4
INV003627,59.166666666666664
INV003630,52.0
INV003633,78.8
INV003634,47.8
INV003635,47.111111111111114
INV003641,67.0
INV003642,53.166666666666664
INV003645,95.2
INV003649,96.8
INV003654,60.5
INV003655,49.77777777777778
INV003658,70.71428571428571
INV003660,79.0
INV003669,53.5
INV003670,70.85714285714286
INV003672,77.2
INV003673,68.85714285714286
INV003681,51.0
INV003683,92.4
INV003684,98.2
INV003685,80.2
INV003686,96.6
INV003693,71.33333333333333
INV003695,51.666666666666664
INV003696,75.8
INV003697,76.66666666666667
INV003702,72.66666666666667
INV003705,78.8
INV003707,68.6
INV003708,60.5
INV003709,80.2
INV003710,78.6
INV003711,72.2
INV003712,79.6
INV003713,81.5
INV003718,91.4
INV003720,74.6
INV003722,50.666666666666664
INV003723,61.8
INV003724,68.0
INV003733,88.8
INV003734,59.0
INV003735,45.857142857142854
INV003736,77.16666666666667
INV003738,50.6
INV003740,51.833333333333336
INV003741,67.66666666666667
INV003744,86.8
INV003745,70.2
INV003748,56.142857142857146
INV003757,81.83333333333333
INV003761,51.857142857142854
INV003766,65.28571428571429
INV003767,47.5
INV003771,50.77777777777778
INV003775,74.0
INV003779,76.4
INV003780,57.42857142857143
INV003781,64.83333333333333
INV003785,74.2
INV003787,63.25
INV003793,72.33333333333333
INV003795,67.66666666666667
INV003811,78.66666666666667
INV003812,50.833333333333336
INV003813,82.2
INV003815,72.5
INV003824,71.5
INV003825,81.2
INV003829,48.55555555555556
INV003830,71.4
INV003844,68.5
INV003847,50.0
INV003849,77.2
INV003851,57.833333333333336
INV003860,46.0
INV003862,60.166666666666664
INV003865,85.16666666666667
INV003868,87.6
INV003872,45.375
INV003876,77.6
INV003880,68.57142857142857
INV003885,71.6
INV003892,55.22222222222222
INV003896,82.0
INV003897,71.6
INV003903,50.285714285714285
INV003905,62.5
INV003906,55.111111111111114
INV003912,68.6
INV003913,61.42857142857143
INV003916,67.2
INV003920,66.85714285714286
INV003936,89.6
INV003938,52.5
INV003940,70.66666666666667
INV003943,42.5
INV003945,56.333333333333336
INV003946,69.16666666666667
INV003948,43.666666666666664
INV003952,54.666666666666664
INV003958,85.6
INV003962,68.71428571428571
INV003964,51.22222222222222
INV003968,92.4
INV003972,84.2
INV003975,50.142857142857146
INV003978,68.14285714285714
INV003979,56.0
INV003981,67.66666666666667
INV003985,93.0
INV003996,95.2
INV004001,40.285714285714285
INV004004,40.77777777777778
INV004005,73.66666666666667
INV004007,38.833333333333336
INV004009,62.285714285714285
INV004014,61.875
INV004015,88.0
INV004017,40.5
INV004023,52.0
INV004037,74.6
INV004038,71.66666666666667
INV004049,48.2
INV004063,56.57142857142857
INV004066,75.16666666666667
INV004069,74.0
INV004070,67.66666666666667
INV004079,71.33333333333333
INV004085,68.33333333333333
INV004091,73.6
INV004094,55.8
INV004098,58.2
INV004099,58.8
INV004106,55.8
INV004112,55.2
INV004116,54.888888888888886
INV004118,64.6
INV004119,73.2
INV004123,85.0
INV004124,63.8
INV004125,61.625
INV004127,87.6
INV004128,67.2
INV004134,35.4
INV004135,50.111111111111114
INV004143,97.0
INV004145,66.2
INV004146,88.2
INV004147,72.2
INV004149,50.2
INV004151,63.142857142857146
INV004153,60.0
INV004154,46.72727272727273
INV004172,63.0
INV004174,86.6
INV004175,67.85714285714286
INV004177,45.42857142857143
INV004179,71.2
INV004181,93.4
INV004191,77.16666666666667
INV004196,78.33333333333333
INV004199,58.2
INV004202,47.625
INV004203,66.57142857142857
INV004208,73.4
INV004212,69.33333333333333
INV004216,82.0
INV004228,72.33333333333333
INV004232,71.4
INV004239,61.142857142857146
INV004241,53.666666666666664
INV004243,55.714285714285715
INV004247,87.2
INV004248,42.666666666666664
INV004258,49.666666666666664
INV004266,61.833333333333336
INV004267,53.333333333333336
INV004270,69.66666666666667
INV004271,79.8
INV004279,50.285714285714285
INV004281,41.714285714285715
INV004282,52.857142857142854
INV004285,76.16666666666667
INV004288,72.83333333333333
INV004289,45.9
INV004293,81.8
INV004295,44.75
INV004296,102.2
INV004297,41.875
INV004299,64.14285714285714
INV004306,57.0
INV004308,84.66666666666667
INV004314,83.0
INV004319,60.5
INV004321,42.0
INV004324,77.66666666666667
INV004326,40.111111111111114
INV004332,64.71428571428571
INV004335,64.42857142857143
INV004338,48.888888888888886
INV004340,67.8
INV004343,63.0
INV004348,52.2
INV004349,72.5
INV004357,72.42857142857143
INV004358,45.857142857142854
INV004361,61.57142857142857
INV004364,80.6
INV004367,81.6
INV004372,59.2
INV004391,57.0
INV004392,90.4
INV004400,46.57142857142857
INV004401,69.85714285714286
INV004403,73.6
INV004410,40.9
INV004411,61.0
INV004412,82.33333333333333
INV004413,69.0
INV004414,53.857142857142854
INV004421,90.8
INV004427,50.8
INV004434,84.6
INV004446,65.8
INV004447,49.833333333333336
INV004450,61.6
INV004451,84.0
INV004452,81.0
INV004454,98.4
INV004455,50.0
INV004457,81.4
INV004459,53.833333333333336
INV004460,42.5
INV004463,94.8
INV004464,62.5
INV004468,76.83333333333333
INV004472,50.666666666666664
INV004473,73.33333333333333
INV004475,67.83333333333333
INV004477,58.714285714285715
INV004484,61.6
INV004502,74.5
INV004504,55.142857142857146
INV004511,37.2
INV004517,86.6
INV004521,54.5
INV004523,87.2
INV004528,54.0
INV004531,60.0
INV004533,55.0
INV004547,67.5
INV004555,53.142857142857146
INV004560,48.375
INV004562,83.8
INV004563,64.83333333333333
INV004574,54.57142857142857
INV004576,63.0
INV004579,43.857142857142854
INV004581,72.14285714285714
INV004589,71.4
INV004594,59.142857142857146
INV004598,84.2
INV004602,59.625
INV004607,56.0
INV004608,55.0
INV004611,51.166666666666664
INV004614,79.6
INV004617,39.25
INV004621,54.25
INV004625,96.4
INV004629,64.57142857142857
INV004630,50.625
INV004631,64.71428571428571
INV004633,78.16666666666667
INV004635,58.666666666666664
INV004636,75.6
INV004638,54.333333333333336
INV004640,68.33333333333333
INV004641,67.8
INV004642,54.8
INV004643,50.6
INV004646,64.5
INV004647,70.66666666666667
INV004650,80.8
INV004661,69.71428571428571
INV004665,83.4
INV004672,72.0
INV004680,47.166666666666664
INV004682,42.25
INV004688,77.6
INV004692,83.6
INV004704,93.8
INV004712,48.57142857142857
INV004715,56.833333333333336
INV004716,74.0
INV004737,54.55555555555556
INV004738,93.2
INV004741,72.33333333333333
INV004753,61.4
INV004755,61.166666666666664
INV004761,71.4
INV004763,83.5
INV004764,83.0
INV004770,72.85714285714286
INV004776,57.375
INV004780,69.5
INV004785,66.16666666666667
INV004787,72.33333333333333
INV004798,53.666666666666664
INV004804,79.2
INV004805,44.666666666666664
INV004807,36.857142857142854
INV004813,62.0
INV004819,62.0
INV004825,70.0
INV004833,65.4
INV004834,38.625
INV004840,41.0
INV004843,50.857142857142854
INV004844,66.66666666666667
INV004845,81.8
INV004847,73.5
INV004848,54.125
INV004860,78.4
INV004863,68.0
INV004864,43.285714285714285
INV004865,76.33333333333333
INV004868,56.0
INV004871,69.14285714285714
INV004877,80.5
INV004889,70.66666666666667
INV004891,55.857142857142854
INV004896,79.4
INV004901,54.6
INV004911,63.666666666666664
INV004913,87.0
INV004916,75.5
INV004917,51.0
INV004924,59.75
INV004925,70.83333333333333
INV004926,66.28571428571429
INV004947,45.0
INV004953,67.16666666666667
INV004956,59.142857142857146
INV004958,73.16666666666667
INV004959,68.6
INV004967,63.2
INV004973,55.0
INV004974,52.42857142857143
INV004978,63.833333333333336
